0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2026-04-06|Aiza|Run|147,2026-04-06,2026-04-06,Run,5.09,00:05:30,147,0,0,,,Aiza,00:28:03,Run,qjrGqvvxRp@pBRp@?JEOBIJl@@v@D\DHBBH?jAQJE@EAUD?BFBv@AJEAE[GII?gAPMDEDDtAFb@FTd@x@Aj@BDVNfA^`BFHB\ZnAR`ATlC`AN@`@CR@tBl@rATd@@|@Px@Jv@@~AJLDBDANIJG@iA?u@GgACcAOmA]IIMSSMoAWcA]OCYBWEqBy@w@QYEiAYg@]WEkA@QAs@WSMMSA_@EUYc@GQC[CcBBKLIp@?l@CHB@T@GKy@EAB\EF}ANK@QGGK?QRq@AYo@{BWs@q@{Aa@s@QUIGEAKHDLBU@QEO}@iAUc@CIDMXOTCf@?NGPSJGv@MnA_@HKCEGB?PCD}Bl@YNa@^I??DL`@JPE`A@F^d@^l@h@nATp@Pv@j@jBBXCv@JdDHZd@l@BNAh@`@T~@Rr@En@FNDPTRJfAJ`AVNJ_Dm@IC_@YIEeA@]Eq@Wi@]EKAa@c@o@GUKiC@INGbACXEDGEUDABDBn@ALISIKI@q@LYBOAKKAI?WFm@Eo@GI,00:03:47,177,3.8
2026-04-06|Chona|Yoga|74,2026-04-06,2026-04-06,Yoga,0,00:00:00,74,0,0,,hello world,Chona,00:55:59,Yoga,,,95,0
2026-04-06|Scott|Yoga|64,2026-04-06,2026-04-06,Yoga,0,00:00:00,64,0,1,,,Scott,00:56:24,Yoga,,,87,0
2026-04-07|Aiza|Run|100,2026-04-07,2026-04-07,Run,3.08,00:08:57,100,0,0,,,Aiza,00:27:35,Run,mlrGazvxR]k@{A{BEQOQAIDERA^MZDNCHENUb@Kd@QbAUNK@ECEG@?HDHABeBd@i@Lc@`@O@[EYLQ@GBRVlAzAHTx@rAXp@XbAF`@t@fCBREn@Dv@C@II?EDCD@BFFh@AJNjALZTTFL?LCR?LRHFH\VPHZJ|AFHBRTJDvB^|@J\LnAj@`@?XEr@XXDl@T|B`@d@Dp@Jl@Bd@HvABVHBHAFCDMDYDy@Aq@EOEu@EH@}Ba@OCIICI?QAGYKkASk@O[Ms@BOAu@Uq@]gBc@eAMe@a@aBG{@YSCa@]AKDYAM]_@MSE[Bi@Eg@c@OQQAI?KJa@KMK],00:05:06,117,2.2
2026-04-07|Chona|Ride|121,2026-04-07,2026-04-07,Ride,0,00:00:00,121,0,0,,,Chona,00:20:14,Ride,,,136,0
2026-04-07|Chona|Yoga|86,2026-04-07,2026-04-07,Yoga,0,00:00:00,86,0,0,,,Chona,00:30:10,Yoga,,,109,0
2026-04-07|Scott|Run|122,2026-04-07,2026-04-07,Easy Run,9.65,00:06:40,122,168,2,Peak Cushy,"6:30 easy pace to almost, pero pumapalo ng 125-130, testinging ko kung kaya na bagong baselline sa easy",Scott,01:04:23,Run,azvGerwxR?GPIZEp@S\QNMTc@D_@?{@ACSIGS?s@Fk@@_AFy@LYb@k@AKa@[c@i@S[mAiA}@gAIGKCo@aA}@aAa@g@oCoCm@y@i@i@KQc@c@OGQO]s@}@y@w@_AeAgAGCM?ECAOQOGSa@a@USy@aBCCO?eExA{At@k@^i@d@gAlAe@^g@d@{BxCc@r@_@f@y@nA{BzCOTGZMH]?ONUb@BXARk@^UZ[p@AXM\y@rAuAdCg@p@e@fAKTQPy@j@{@~@u@d@SREBM?]REZCHWBOFwAdAqBfAm@`@y@b@c@De@TEDCT^n@DLCHKJcBx@ODWB_@ROB{@f@q@XQNi@PeAr@QPWHURSDIJQLg@P_@VSHW@k@EGCIKSGGGc@Ac@Io@e@W_@QOM_@gAiBcAwBa@k@[y@q@kA]w@w@uASi@m@{@i@oA}@}AK[c@q@y@}AKY[i@KWQU]s@_@m@Um@cAmBYc@w@cBOa@sAwBc@aAg@y@_AsB]i@IUAK@HJLJ^|ApC\|@RVP`@r@fAb@|@HVn@dAp@rA^x@nAxBVh@x@vARh@h@~@t@xAt@lAp@~Al@|@r@|AlA~Br@hANd@jAtBTb@DP`@n@^`Ad@l@VP|@Xd@DZPj@P`@B^KVOp@YLO\MhAo@~@q@`@Q|@g@\MXUl@[JET?JCb@Wl@YVOTKc@}@AKFUf@YLAR@TKd@]xA}@`@[\Sh@g@f@]LEb@AFS?OLOHCTADEPIf@_@p@o@\a@^Mh@UVWNYb@qA|AoCf@mANQR]Ha@\{@FIr@k@?SESXm@DG^GRe@n@o@d@]PQPY\a@tA_CXc@h@k@x@gAp@iAb@]JSdAeAt@m@XQ^Mr@g@~Am@XOzA]NEND\p@b@h@b@\HLBLRLN\XJTRp@`ATTf@z@D@NNTHn@x@VPHLNFHHNXJJFPl@f@v@`ANHz@|@p@n@Xb@HHNX^^LFzAhBTR\b@TRXb@v@x@RLBLGZ]h@OXApBCxABHRDFFANCJ,00:04:17,137,15
2026-04-07|Scott|Yoga|73,2026-04-07,2026-04-07,Yoga,0,00:00:00,73,0,1,,,Scott,00:30:30,Yoga,,,112,0
2026-04-08|Chona|Run|158,2026-04-08,2026-04-08,Run,6.01,00:08:06,158,161,0,,,Chona,00:48:45,Run,s`yFwvzxRGEKBUAk@UWCQI@Ik@U?CEE?MCEICSCGGCG?KH_@Vo@HKBMjAkBNa@d@{@DS@SHU`@u@La@BSEQo@Y]WKCu@e@OGSOqBiAOG{@g@aA]yAsAOIw@o@_@Sw@u@y@]YK_@So@WKC_@QIAE@m@Q_@GWOuAWe@WMEq@}@Om@[SCOBUXiABc@N]Hs@F[J[@QFQDc@NYFQFw@J[D_AZ}ALWr@gARe@Dk@Ec@?a@TqA`@y@b@e@BEFCLMJSH[D{@?OJ]^e@d@[Xa@Pm@@e@F[N[^u@Xc@FOLSDMJQ~@uAB?LWX[Xc@^e@R]JIf@q@LW`@k@NOn@I^QLCNGTCPHF?LEr@e@DGD[v@aAAKLKCAKFG\KMCAGD@ZOd@EXEFq@b@OHYGQBo@T{@POFQRUh@s@~@QLkAhBURU^KVe@r@k@dAs@hAUj@Id@AXSp@Ud@s@j@O^Kn@?`@K`@o@|@_@b@Yf@GX@d@EZ?b@EPAVYdAs@dAOLSr@k@~DI\Ub@@@ETC^S\Kl@Cn@BP[x@Ej@Kj@VJj@hA~@j@^N|AVXPnAT\Nz@n@lBr@h@`@`@P\ZZP\Vh@p@p@f@n@T\Vn@\LHd@Tp@`@NDl@X|@j@lAh@LNLXAJe@hA_@l@ATELk@~@Sv@Wd@qA`B]z@AFHG@BDCH?,00:01:47,172,2
2026-04-08|Scott|Ride|88,2026-04-08,2026-04-08,Ride,0,00:00:00,88,0,1,,,Scott,00:10:14,Ride,,00:00:00,100,0
2026-04-08|Scott|WeightTraining|112,2026-04-08,2026-04-08,WeightTraining,0,00:00:00,112,0,7,,,Scott,01:12:13,WeightTraining,,,152,0
2026-04-09|Chona|Run|150,2026-04-09,2026-04-09,Run,4.52,00:08:35,150,159,0,,,Chona,00:38:54,Run,auvGqwwxRDgAAwBB]?WHWl@}@HEJ@PFNJPBNJx@P^NVDNH\FJDFHJ@LqATc@Rm@b@{@p@m@RILK`@e@d@WNQFGHBVZHDNCVUZKJ?NLJPLz@XdCFPDBlBz@jCbATLh@Nj@X^LTGDOd@a@VUVIRO`@u@XYJQXqAFOVI\c@rAaA\]n@[^GpFgB?EUS[COKGQ?QAGYYICQ?IBQNI@{@KCC@IGJ@@@GB?VDZHFATOLEV?PFHHLX?P@FPJVBFBFHLZZKdAk@\CxAc@r@Gh@B~@TxCdAn@Pl@H\JJF^JhANRDZLJ@NGLMH_@?WD_@BED{@BUAc@Ys@[k@KEEKw@}@EIg@i@aAu@uAg@iAWeAGs@FI?IEa@BYC_@Fs@C{@Hg@?_@CYDk@A_@Dg@AoCs@[QU]s@u@[WYK[[KGI@E@URy@|@m@v@YRMTyB|Bo@t@URUZURQV]V[^Yl@Il@@TCNDr@Gr@H`@E\GPM@[CqBAODe@BOHGP?Hb@lDADMNCF,00:05:26,165,10
2026-04-09|Chona|Yoga|92,2026-04-09,2026-04-09,Yoga,0,00:00:00,92,0,0,,,Chona,00:30:14,Yoga,,,118,0
2026-04-09|Scott|Run|129,2026-04-09,2026-04-09,Aerobic Run,7.68,00:06:31,129,168,4,Peak Cushy,"tinde ng humidity, maige nailaban sa aerobic run, ang sakit din ng doms",Scott,00:50:07,Run,}yvG{rwxRXE\MXATGTMPQJSLs@B[AeAD}@@mBFU`@o@JCB?^Rz@Xl@Df@Nn@HJFFLZDH_@Fm@Ts@^w@h@}@t@e@^c@XOTSDGp@a@XGJ@DDBDHDDNPGPHJLT|APhBBHJJx@b@`ExAz@^d@LXPJBRGTY`@[LG`@[ZSp@q@L[\aBb@a@LSJGdBiAPQ\OTC`@OF?LIL?`A_@ZILIhA[?EAFID_Bb@]PWFXMd@KVObAWDE?CGQIGc@IMMC_@KSKG]GKOM[CQE{AE[IO_@OKIKYESDOHSBSCIQUw@u@Wa@[WCIG]GOMKUE@WGGI@aA|@wAbBkAfAg@n@i@f@gArAsAvASd@GVI~A@VGp@@PDJNFvAThAVx@Hj@LnANh@PfAn@RBp@_@ZY`Am@xDkAZO`AUBCAMEKCGKEW?[LI@q@COIIOEO@WAGUKSEOK?BDBl@NLGFK@UEe@GwBEIg@YMSGYBa@A[EMWYa@_@We@[]EGGg@GKWMUAWFIJIR@NCNm@fA{@n@s@`@OTUl@Ub@}@n@QRu@j@KNOZOh@Ed@Er@GNSPEJ?XCXHHj@P`ARrF`Ah@RZPVRJDLETULEj@e@l@_@rAe@ZIJG`AYd@Kh@QNCx@]ZKTOp@Kr@[n@IbAA^F`Bh@l@Vp@Nd@P|@P^Pr@Pb@Hx@TV@RIJk@Rg@JeA?a@Ec@s@}Ac@c@GK}@sAkAaAs@UeBc@SE_@?WC{@A[DiA?oBHe@FWCkCG_AM{A_@UKyByBOCg@_@Q?IB}@t@KP[Xq@z@}@|@q@x@]Xc@d@k@v@UNg@l@a@VW\Ip@Cp@@~@I|@J^EFG\IHOCiACa@BaAJ[RI?EEOEC?]JwA|@u@^s@r@g@p@a@l@a@`AKl@KVGZ,00:04:37,141,23
2026-04-09|Scott|Yoga|72,2026-04-09,2026-04-09,Yoga,0,00:00:00,72,0,1,,,Scott,00:30:36,Yoga,,,106,0
2026-04-10|Lead|Ride|111,2026-04-10,2026-04-10,Ride,1.48,00:06:56,111,0,0,,,Lead,00:10:18,Ride,adxG}poxRYEe@D{@AaEHe@Jc@NO@ABB@OWCOE?BE@BCDi@d@{@l@QHuA~@[N{@h@gAh@}ArAqDbCk@RILs@d@_@Jo@HOCUOe@eBs@wC,00:03:37,129,19
2026-04-10|Lead|Run|140,2026-04-10,2026-04-10,Run,3.5,00:08:28,140,159,0,,,Lead,00:29:41,Run,,00:06:13,163,0
2026-04-11|Chona|Run|158,2026-04-11,2026-04-11,Run,12.03,00:07:35,158,164,0,,,Chona,01:31:23,Run,ytvGqwwxRJcCAoBJ]XYJSLK@GAEGGe@Uw@y@KQ_A{@q@w@kAkAKUeA_Ac@k@S_@a@e@c@a@g@a@_@g@SQKSYSWYa@i@g@a@GICKKO}AuA[g@k@m@OKMOUECSOQEOm@u@Q[q@}@BONYQ_@EWLGt@Md@MbA_@v@MdA_@bAg@tBoA`A_ArAyAv@q@\e@n@q@r@m@bBsBzA{ANM|AgBlAgAr@}@jBgBlAwAh@e@b@i@h@e@JUf@k@xBoDnAsCr@wA\e@j@q@VUbAo@x@c@b@O\Sv@a@h@_@t@w@?EAHKRe@h@m@b@kEvBkA~@a@d@k@x@Sn@_@p@Uj@[r@U\o@hAw@lAg@f@s@|@QNm@t@u@n@mAvAoBtB[XW\UNaCjCuAnAa@f@gAhAqB|B{C~Ci@d@m@d@sBlA_C~@o@L{Af@[FIAz@Sv@[nAYfAa@v@_@|@i@xAkAzG_HxA}Ah@s@POX_@TQRUb@]X]TQFKb@a@pAyAjAiAzAcBLIl@w@TSp@u@ROHO|@iAfAaBjAaCfAkCf@s@ZYV]tAaA`CgAl@]d@[jAkA\_AHIVo@Ru@LWd@{ANYDWv@kBd@yA`CoG^iAlA_DH[^y@@I^aAlAoDRa@Pq@LKNDBCNFPPDHBbAd@JABW?OMGA]@EDy@lAmA|Cy@~B_@~@_ApCe@hA[`AUf@eA|C]v@K`@Wj@i@bBSr@cCnG?JEVe@pAg@dBGf@Cn@@f@DTJXRb@p@t@vA~@fAl@p@f@`Ad@f@\n@n@HFd@j@l@^Pj@^R\d@l@p@d@`@BDJDh@t@j@l@v@jAt@~@RN\b@^Vj@p@l@d@LPTTtB|Af@f@`@^PXvArAbAl@RPFBFHHTVRNFz@v@d@X`@Ff@Zj@Nt@ZhCz@f@\fA|@r@v@\h@Rp@DF`@xAb@x@Tr@Hr@Jb@L\\r@`@xATd@Nf@H`@Th@FXp@lBLf@Ff@ZlA@Hb@~@\dBDb@Vr@Jb@@ZJj@JVJPN`@L~@P|@DXXvATlAPjARjCP|@HNVJPd@J?NLLh@RFHHPBr@dA,00:04:59,191,29
2026-04-11|Lead|Ride|105,2026-04-11,2026-04-11,Ride,5.5,00:05:33,105,0,0,,,Lead,00:30:34,Ride,mtyGqxoxRASICMAUHWDQi@UIQ]DAABDE@BPENAXDN@HKs@CCGQDWNEDFAA@EC@?D[oAmDYgAiAuCQWCA?MEWSk@wBwFq@iB]u@q@gBEODGAGUU@CF?\QHABEe@}@DIXBr@Yr@[POdAq@pAkAz@i@f@k@dAoAp@gAfBcCpAmBZw@jAoB\qATm@HY?[GWq@}@U_@kA{Bc@aAiAeDo@iCUiAM[JK@EAAFDIUGc@SQDk@C[[aBO_@Ca@OiAEOOmARAHEZ?FF@HLLZG\Ol@M~ASx@Ch@OVCH@TId@Kn@Yh@c@PWXk@b@mAh@kANe@Hm@f@oAbAyCVgA?i@@C@BM|AK`@qAhDaA`Dc@z@]dAS^c@l@s@f@]L@DEAB@G@@DCIB@@AoCd@MB?@?C?FBACC@?B@MCmA@WDm@Je@NYRK?Wc@C?AQ@QVAFE?KEGMo@A_@CWCGOKWk@?[FYC]Y_BKCOJCAEIEYPU@]YwCGoAGi@QU[GEEAIC?s@aDU}AGSKOEi@D]C]k@eD@WACMK?Gc@RI?B@EKEWOUDa@IcBDeC,00:02:35,124,12
2026-04-11|Scott|Run|127,2026-04-11,2026-04-11,LSD Road,24.03,00:06:44,127,168,7,Novablast 5,"muntik ko hindi matapos to grabe, daming hinto din neto. This is one of those bad days. Okay naman hr ko nung up to 10k, mental lang siguro. ",Scott,02:42:06,Run,}yvGgrwxRDOt@IhA]b@w@TmAi@m@FcE|@_BmCkCg@s@kAeAoAxAMLW?AMHYhAsA@Ws@i@}AwB}AqA_BmBq@_A[I[k@aCoCgAgAWG]q@qB{CSGiGxBwBxAkBlBcAjAwIxLUv@m@FY`@IR@h@q@`@m@lAOz@qE|Hg@p@wClCe@\Y@YTMf@e@LmA|@wEhCK`@Lb@MIEi@ICw@TIVd@r@ARiDpAmB~@{IfFi@HsBKu@[sAaBmJkQkYgj@DIlCxFlArB|L|UbBrCl@xAdLlT\XbBh@x@R|@@xAo@|HuEZHbBtCd@pArA|BvEjJTZXT?XxCrF?Ng@LiCrAg@Bg@ZUd@gAv@mEbE@Th@^i@l@@b@iCdDmAnCk@pB]nBV\p@XYjCQHSr@]`@OOIwCm@AK[?aAN_Br@oCnAoCpCeED_@Wa@}A_@yB_AwAsAg@ACGHYa@w@u@q@{AkCcEeF?Ob@m@eAcAc@m@eBoCGg@fAc@lAu@Te@TOvLwGlFcCjC_BfA[H[Wk@@MrBqA|GyDdB}AvCcCjDsFtC_GYa@@e@jAOfAiBxCaEbHwI`DiCbDeB|EwAl@EdF}ApDkB~DqDn[s\tCmEbCkFjA_BtAkAxEcCfBiB`A_Cx@kCvOgc@LWZG`@VJ~@f@`@m@M_@@_@\o@hA}KxZsAbEy@nBiAbDs@~Ba@zAM|@@v@Pr@Xl@f@n@v@\|E`DbBzAJT~@l@Xn@tAbA`BnBJb@~BhCZj@dBvA\h@xBxAr@|@vBnBfBrA~@j@d@|@xAbAdBx@jEpAPTvAv@tB|Bn@xA~A`Fh@|@`@xB~@xBvEdQf@|Bd@xA^dBTnB^xBTbAFtAX|Bl@b@@L`@\Hb@v@b@pBjCjBdEfAhDG|ALnCH\d@n@Fr@VXx@VtBJf@^fBTfDlApADhDfAxD`@d@V@Jr@PlBAD\LBpBERIc@?b@z@P|BvAbIV`CnAlHNjBVhAT`@xATp@j@K\f@dAd@xABdAIf@yBvE?d@h@zCBHJ@_@cAYwA?]f@_BrAkCJqA]}As@wAB]GSIKiBY_@[{AmKkCsPMeAF_@QUDi@QGPCgCHKYOGeBAyD[_ASYWmDcAsAMwCeAoBWm@e@sBIs@Ui@c@yAo@U_@g@HUG[OSa@c@AmJoD,00:04:10,181,60
2026-04-13|Aiza|Ride|93,2026-04-13,2026-04-13,Ride,3.33,00:07:03,93,0,0,,,Aiza,00:23:32,Ride,kerGudvxRJFXH\NrAD^DJDPRNHnBZlDlAL@b@?NBpA`@jBf@rAPlBTRAfBLHF?DAHEDk@Au@Ka@AbCL^FNJtAE~@?FBPCVEJKN?v@MpBSfIgBfCaA`DaBzB}A|@y@pAqAt@_ApByChAqBNa@hA}BX[t@yAZWLUR]Rq@bA}ATm@`@k@j@gAD[fAmB\u@n@eARe@BAFNXLDALKDC^NNAHP,,105,5.8
2026-04-13|Aiza|Run|141,2026-04-13,2026-04-13,Run,4.74,00:05:27,141,0,0,,,Aiza,00:25:53,Run,ksoGqrvxRgC`Eu@`Au@t@sAjAsAbAaAj@}BbAg@Xc@LUNaA^gBf@mAViDh@cCVeBLs@N}@@YEKIMCiBKi@GGEAE?WAEGG}AG}ASaEsAI?]Du@I_Be@m@Wo@Ow@K[YIEqAE[Em@UoAq@cAc@_@]]FOCi@SOUGEY@OC}@]c@M{@c@e@OmAo@kBy@MIGO@OBIJK\MH_@f@[?CECD@]KTNRBRAZIVUL[BYG_@OUUOs@YqAg@UG[@QBULMPM\?TDXNX^TzBz@ND\@\IVSLWDWASI[GKQOuCiASCW@WFOLSXEX@ZL\JJRLzB|@\HV?\KNKNSFY?]GWOSOKgCcA]GM?UDYLMNIRCT@\HPPTNH|B~@TFP@NATEZUN]B[Ia@IOKKqCiAc@GWB[LSVIRARBZLZTPlCdA^D^ENITUJY@UEYMYMMsCiAQCWA_@HWRMZCV@VLXRRVL,00:03:55,161,11.4
2026-04-13|Aiza|Run|96,2026-04-13,2026-04-13,Run,0.5,00:06:55,96,0,0,,,Aiza,00:03:29,Run,,00:03:54,115,0
2026-04-13|Chona|Run|162,2026-04-13,2026-04-13,Run,7.45,00:07:20,162,169,0,,,Chona,00:54:44,Run,,00:02:02,184,3
2026-04-13|Chona|Yoga|102,2026-04-13,2026-04-13,Yoga,0,00:00:00,102,0,0,,,Chona,00:30:11,Yoga,,,120,0
2026-04-13|Lead|Ride|111,2026-04-13,2026-04-13,Ride,1.11,00:06:23,111,0,0,,,Lead,00:07:04,Ride,k`fGklexRcAuCq@iAI]TS`@g@Zc@f@_A`BwBHG@IPYZ_@XM?OCK_@Wc@?O]sCsBWKSO,00:03:02,120,3
2026-04-13|Scott|Run|118,2026-04-13,2026-04-13,Easy Run,2.29,00:06:34,118,168,1,Peppa Pig,"warm up. ibang level init ngayon, parang hindi ko kaya mg jacket",Scott,00:15:06,Run,}yrGetvxRFA^FNA^IPIZa@BI@YEWKQ]Uu@YYI{@_@]CMB_@JIFMPGRATDVP\bDnAVBTA\OLOJ[@WK_@IOKIOIqBu@]KWAQBWHKJMXCXD^LRXRjCdATBJ?\KPMJQF_@A[IUWW}CmAWC]DSNMXCf@D`@DJHLLJjCfAXBN?RIVSJWD[Ca@MYOQg@QMKeBi@Q?[DQJMNIZAXBRP`@LJf@TfBn@V@TATGNQL]B]COGQ?EKOg@UqBu@WEO@YDSNO\Ab@F\PVPL\PzAh@RFL?\EEHKBU?]I,00:05:10,126,0
2026-04-13|Scott|Run|129,2026-04-13,2026-04-13,Easy Run,1.51,00:06:52,129,168,2,Peppa Pig,cooldown,Scott,00:10:23,Run,myrGetvxRF?XHLA`@KPOP[BQAa@K[GIOIy@a@k@U{@WMAa@DSJONMVEV@TJ^XVnAd@b@TRP\DVAZMRQP[BYA_@KQUUyCoA[CYDMDQNGJGNEP@`@JZTVVHf@VvAh@RBTCRGVONYDS@UI_@MO[Ss@WUOc@Qc@MKAYBUJONGJGXCX@JDRFJb@ZVHb@Vt@\^HZANEb@]DAEFQJUH_@B[C,00:04:57,146,0
2026-04-13|Scott|Run|154,2026-04-13,2026-04-13,Speed Work,6.4,00:04:19,157,170,9,Peppa Pig,"first 8x800, mejo dusa to, new max hr sa sobrang hirap hahaha",Scott,00:37:36,Run,wzrGezvxR[U_@G]HMHIJK^@`@FTHJ`@VzB~@NBV?NADEVULc@?WI_@OSKI_Aa@mAe@WEWDMDYVI\?V@PHTHL`@TrBz@RDN?VCJEX_@DOBUCYO[KKc@SSEIQIGSCeAYW?WDOLQ^CZBPN^`@X~B`Ad@?VGTQFMDM@YOk@USYOgA_@m@Y]C]HUNIRCb@DZNXXRb@TbBn@Z@XGJIRWH[A[I[WUYOkBs@a@KI@GFUAKDMRK\AZDV\\RJz@`@bAZ`@BTEPMPWHi@AOIUKKUKiAi@y@YSE]BMDUNKRETB\JXLPXNx@^|@ZXDN?REJGHKJQF[AWI[GKKGgCiASEc@?UJOLGJ@JEV?f@BJX\`@LVPBDbAXFATDZ?PIVSN]@OCSMYIKQKi@Q{@c@k@UUA_@HKFQTGR?TDZJNTRRJdAf@l@RZDLARGXWJW@SC[ISUQYKo@_@m@QOKc@GU@MD[VELAd@BTLXNLp@\LLLJx@VRBj@GRKRWDa@?UEYKOKG}@[]Q_A]SA]DYTKPEZ?RN`@TPpAl@p@VNBT@\ITQJQFS?WIYKOUOqCgAM?_@DIDSRGRAZDZHRj@b@`@RZTh@PHHBIXB\CXSHMJa@A]M[UQq@Yg@Ww@[]EOBSFOLO\EZF\FHRRt@^~Al@X@VAXSDKHQDWC[MUMKWMgCaAKC_@DULOTEX@TFVLTb@XvBx@PB^GPIJKNWBSAUEUOSSMoCeAKA]DUJUVIV@ZBLNVRPlCjA\@XEJGPUHYBa@GYGKMK]O]QaBm@_@AKBUNUVET?XFXFJXTx@^`@Ln@\PBPARERMVe@BQCe@ISUUmC_AYE[@OFQLKRGV@ZLXVRzAn@ZPZJTBJ?VMNON]B[CYMYUO}B_AQEe@?WHWRKRCZBTJVPP`@RrAl@h@NVAVEJGLOHQBKAEIAC@W\GT,00:03:06,197,2
2026-04-13|Scott|Yoga|76,2026-04-13,2026-04-13,Yoga,0,00:00:00,76,0,1,,,Scott,00:35:36,Yoga,,,102,0
2026-04-14|Aiza|Ride|105,2026-04-14,2026-04-14,Ride,0,00:00:00,105,0,0,,,Aiza,00:13:26,Ride,,,122,0
2026-04-14|Chona|Ride|103,2026-04-14,2026-04-14,Ride,0,00:00:00,103,0,0,,,Chona,00:15:27,Ride,,,117,0
2026-04-14|Chona|WeightTraining|130,2026-04-14,2026-04-14,WeightTraining,0,00:00:00,130,0,0,,,Chona,01:10:07,WeightTraining,,,160,0
2026-04-14|Chona|Yoga|97,2026-04-14,2026-04-14,Yoga,0,00:00:00,97,0,0,,,Chona,00:31:25,Yoga,,,119,0
2026-04-14|Fraulein|Run|165,2026-04-14,2026-04-14,Run,3.51,00:08:57,165,165,0,,,Fraulein,00:31:24,Run,conGmpwxRNj@Fh@ALDd@GJ_@HWNgAb@qAd@OHuAf@KHCF@HLFl@JnC|@t@PXLrA`@xBd@z@Zb@J~@`@JGF]?QCKGG}Ai@iCq@iBkB{@yBDGTO\MRAT\FTf@~@RZZV~@h@xAb@v@PTHDDDN?J?XEPSJIAaBg@iCs@qAoAUYIMSq@Qc@QSMCeDtAc@J[NIHAJjAZfA`@nBf@VJ^Fz@ZxAZVL\Fx@\LBv@XHCDKFe@?GEEoA]mBo@s@QaBcBIKa@eAQq@FI`@QNGPAZt@^r@j@n@`@Zt@\h@LpAb@\HHF@b@IZGLEBK?qBo@[IUMeAUMI}A_BOCUL}A`@[RQDOA}Ag@[GGG@GHONEXQdBq@,00:07:00,187,21.2
2026-04-14|Fraulein|Walk|136,2026-04-14,2026-04-14,Walk,0.77,00:15:08,136,116,0,,,Fraulein,00:11:37,Walk,ipnG}jwxRPMVCJCDM?OEU@GU}BMDUKO?IPE`@CJa@r@gAv@iA^MHaAZMNOF}@Rm@FMAAODEn@KvBy@^I`@Sb@Kb@_@PIl@cAG_@,,154,4.3
2026-04-14|Scott|Run|122,2026-04-14,2026-04-14,Mid Long Run,15.01,00:06:42,122,170,5,Peak Cushy,"mental game all the way. masakit yung inner calf ko dito, feeling ko alis muna ako sa speed, balik tempo muna ako",Scott,01:40:39,Run,izvGkrwxRBIVK~@Gf@OVUN[H}@BoACG][DoBFm@Zq@TUFOAGYQ[e@u@s@}@gA{@y@U_@UQMWUSyAeBq@o@[e@{AuAYc@c@c@y@eAWMGSgAoAq@m@q@y@c@[UCGWOMUo@g@g@w@uAIEO@w@ZoBn@wAj@eAj@mBjBm@`@s@v@e@n@Yf@}@rA}AtB{@rAeBzBK^IFUBWIe@WAEdAiBbCyCt@kAtCkDpAgBvCcCl@_@`@OZWnCiAdD{@|A[~Bo@v@Yv@[v@c@|BcBfAaApCwChBwB~@y@rAaBd@[zAiB|A{A~AcBt@q@dBsBXSz@mAn@q@lBsCd@_AtAeDbAyAv@u@h@_@j@S`@[hAe@r@a@~A{A^_ANSb@iAn@gB^}AXk@xCaIlAkDJi@Xw@RYnC{HbAoCTKX_@PILANDbBdAz@x@lCnAvBjA`Bt@t@b@~Ar@rAb@vCj@fBPfEJjDU`@K`BO^KzAO|AGd@@nAMfBJ~B\nBd@rAb@nAl@lAp@rAdAl@`@dANbC?^B|A^h@ZD?NSP@LG`@Ld@VF@LALIz@mAr@uAf@o@tAkC`A{Al@gALYV}@XqBFkAAm@Gm@YeAw@uAmCiCLNpB|AbA|A^lALnAUdDQh@CZIb@k@rA{@rAg@r@i@hAy@jAu@vAcAxAa@JQCgAi@wA{@g@OwAOwBH_@EYIUK]W}DaCkAi@qAa@gBa@kBW_CMWBa@G}A@}@FYHa@?_AHgDb@EJIBSIgBBq@FqBGyCYyCu@gD_Bc@Yi@MuAo@I@?DIH[DkCsAu@g@q@OaAk@m@g@UEK@CHUZCJ`@ZLhALH_@Ka@B_AxAwF|OwEdM}@pCsAbDa@jA@NCNe@rAMXe@jBMLEPC\@h@Tz@RTRLPB~@x@ZNn@f@f@TSf@OJW?_BgAs@W}AmAeAk@_BeA_@YUKU?KLY`AUf@Yz@kA~Am@lAaArAMFUD@Ee@a@IAKFYh@e@j@{AvASV}A~AyFvFsBhCyC~CkB~A]h@uAbBwCfBoChAeAR{@^iAPe@NADPn@MZ?b@N^\d@n@d@JVZPDPF@NJ`@j@XVJRhAzAx@f@BDEDj@b@d@d@r@hAZRx@`A|ApAxA`Bl@z@d@`@PR,00:04:23,143,26
2026-04-14|Scott|Yoga|77,2026-04-14,2026-04-14,Yoga,0,00:00:00,77,0,1,,,Scott,00:31:39,Yoga,,,109,0
